"FON KODU"	"FON ADI"	"KATEGORİ"	"ALT KATEGORİ"	"FİYAT"	"RİSK DEĞERİ"	"GÜNLÜK"	"HAFTALIK"	"1AY"	"3AY"	"YBB"	"6AY"	"1YIL"	"3YIL"	"5YIL"	"STANDART SAPMA"	"DEĞİŞKENLİK KATSAYISI"	"SHARPE"	"AŞAĞI YÖNLÜ RİSK"	"NEGATİF GETİRİLİ GÜN SAYISI"	"NEGATİF GETİRİLİ GÜN ORANI"	"MAKSİMUM KAYIP"	"FONUN YAŞI"	"PORTFÖY BÜYÜKLÜĞÜ"	"YATIRIMCI SAYISI"	"YÖNETİM ÜCRETİ"	"AZAMİ FON İŞLETİM GİDERİ"	"TEDAVÜLDEKİ PAY ADETİ"	"DOLULUK ORANI"	"ALIŞ VALÖRÜ"	"SATIŞ VALÖRÜ"	"MİNİMUM ALIŞ MİKTARI"	"MAXİMUM ALIŞ MİKTARI"	"MİNİMUM SATIŞ MİKTARI"	"MAXİMUM SATIŞ MİKTARI"	"BANKA BONOSU"	"BYF KATILMA PAYI"	"DEVLET TAHVİLİ"	"DİĞER"	"DÖVİZ KAMU İÇ BORÇLANMA ARACI"	"DÖVİZ ÖDEMELİ BONO"	"DÖVİZ ÖDEMELİ TAHVİL"	"EUROBONDS"	"FİNANSMAN BONOSU"	"FON KATILMA BELGESİ"	"GAYRİMENKUL SERTİFİKASI"	"GAYRİMENKUL YATIRIM FON KATILMA PAYI"	"GİRİŞİM YATIRIM FON KATILMA PAYI"	"HAZİNE BONOSU"	"HİSSE SENEDİ"	"KAMU DIŞ BORÇLANMA ARACI"	"KAMU KİRA SERTİFİKASI"	"KAMU KİRA SERTİFİKASI DÖVİZ"	"KAMU KİRA SERTİFİKASI TL"	"KAMU YURT DIŞI KİRA SERTİFİKASI"	"KATILIM HESABI"	"KATILIM HESABI ALTIN"	"KATILIM HESABI DÖVİZ"	"KATILIM HESABI TL"	"KIYMETLİ MADEN"	"KIYMETLİ MADEN CİNSİNDEN BYF"	"KIYMETLİ MADEN KAMU BORÇLANMA ARACI"	"KIYMETLİ MADEN KAMU KİRA SERTİFİKASI"	"MEVDUAT ALTIN"	"MEVDUAT DÖVİZ"	"MEVDUAT TL"	"ÖZEL SEKTÖR YURT DIŞI KİRA SERTİFİKASI"	"ÖZEL SEKTÖR DIŞ BORÇ ARACI"	"ÖZEL SEKTÖR KİRA SERTİFİKASI"	"ÖZEL SEKTÖR TAHVİLİ"	"REPO"	"TAKASBANK PARA PİYASASI"	"TERS REPO"	"TÜREV ARACI"	"VADELİ İŞLEMLER NAKİT TEMİNATI"	"VADELİ MEVDUAT"	"VARLIĞA DAYALI MENKUL KIYMET"	"YABANCI BORÇLANMA ARACI"	"YABANCI BORSA YATIRIM FONU"	"YABANCI HİSSE SENEDİ"	"YABANCI KAMU BORÇLANMA ARACI"	"YABANCI MENKUL KIYMET"	"YABANCI ÖZEL SEKTÖR BORÇLANMA ARACI"	"YATIRIM FONLARI KATILMA PAYI"
"YPD"	"Yapı Kredi Portföy Alara Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"43.493146"	"6"	"-0.3110"	"-0.0508"	"0.4259"	"4.7282"	"23.9489"	"10.2391"	"31.5897"	"N/A"	"N/A"	"3.48"	"0.11"	"-8.19"	"1.97"	"56"	"22.40"	"-1.44"	"2"	"163919971"	"2"	"0.40"	""	"3768869"	"0.01"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2.86"	"0.07"	""	"97.07"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YQA"	"Yapı Kredi Portföy Odeabank Altıncı Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"N/A"	"5"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"1"	"0.40"	"-0.73"	"2"	"N/A"	"N/A"	"1.20"	""	"N/A"	"N/A"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YTR"	"Yapı Kredi Portföy Lara Serbest (Döviz-avro) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"48.947444"	"6"	"-1.2748"	"-0.5978"	"-1.7572"	"4.2865"	"20.4656"	"9.9224"	"35.7781"	"N/A"	"N/A"	"6.60"	"0.18"	"-3.68"	"3.67"	"85"	"34.00"	"-3.00"	"2"	"383588782"	"1"	"0.45"	""	"7836748"	"0.02"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"81.74"	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.47"	"0.04"	""	"17.75"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YUB"	"Yapı Kredi Portföy Karaköy Hisse Senedi Serbest Fon (Hisse Senedi Yoğun Fon)"	"Hisse Senedi Serbest Fonları"	"Hisse Senedi Serbest Fonları"	"3.391957"	"6"	"2.9969"	"-2.4173"	"-3.8334"	"-12.4761"	"32.7562"	"-13.2015"	"23.0103"	"N/A"	"N/A"	"26.18"	"1.14"	"-1.42"	"17.47"	"127"	"50.80"	"-25.82"	"2"	"684833164"	"899"	"3.00"	""	"201899100"	"0.40"	"1"	"2"	"1"	"999999999999999"	"1"	"1000000000000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"93.17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1.33"	""	""	"1.07"	""	""	""	""	""	""	""	""	"4.43"
"YUD"	"Yapı Kredi Portföy Bodrum Serbest [Döviz] Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"47.705077"	"6"	"-0.3206"	"-0.0232"	"0.3031"	"7.5217"	"26.8538"	"14.0637"	"39.4356"	"N/A"	"N/A"	"4.10"	"0.10"	"-5.04"	"2.24"	"52"	"20.80"	"-1.40"	"2"	"181853948"	"2"	"0.45"	""	"3812046"	"0.01"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.05"	""	"99.95"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YUI"	"Yapı Kredi Portföy PY Kar Payı Ödeyen Serbest (TL) Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"1.112206"	"7"	"2.7836"	"-2.3088"	"-3.5644"	"-10.1132"	"N/A"	"-8.1499"	"N/A"	"N/A"	"N/A"	"19.69"	"1.72"	"-2.47"	"12.94"	"85"	"50.90"	"-23.42"	"2"	"550906780"	"4"	"0.30"	""	"495328189"	"0.99"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"78.99"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"15.13"	""	""	"5.88"	""	""	""	""	""	""	""	""	""
"YUN"	"Yapı Kredi Portföy İstinye Serbest (Döviz) Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"37.204545"	"6"	"-0.3066"	"-0.1451"	"-0.1528"	"5.8041"	"N/A"	"11.8246"	"23.9433"	"N/A"	"N/A"	"6.32"	"0.26"	"-5.72"	"4.76"	"57"	"22.80"	"-4.35"	"2"	"1275715139"	"203"	"1.50"	""	"34289228"	"0.07"	"1"	"3"	"10000"	"999999999999999"	"1"	"1000000000000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1.07"	""	""	"98.77"	""	""	""	"0.16"	""	""	""	""	""	""	""	""	""	""	""	""
"YUY"	"Yapı Kredi Portföy Allianz Kar Payı Ödeyen Serbest (TL) Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"1.010721"	"1"	"0.1327"	"0.9323"	"-0.2985"	"-0.0091"	"0.4613"	"-0.1566"	"0.2399"	"N/A"	"N/A"	"13.32"	"55.53"	"-4.49"	"12.83"	"12"	"4.80"	"-4.42"	"2"	"1000978834"	"2"	"0.12"	""	"990361196"	"1.98"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"98.36"	""	""	""	""	""	"0.04"	"1.60"	""	""	""	""	""	""	""	""	""	""	""
"YVF"	"Yapı Kredi Portföy Etiler Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"47.380972"	"5"	"-0.2660"	"-0.0469"	"-0.1596"	"5.3998"	"26.1791"	"12.4740"	"38.9009"	"N/A"	"N/A"	"3.77"	"0.10"	"-5.62"	"1.77"	"64"	"25.60"	"-1.28"	"2"	"607488078"	"4"	"0.30"	""	"12821351"	"0.03"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"19.20"	""	"1.23"	""	""	""	""	""	""	""	""	""	""	""	"0.66"	"0.01"	""	"75.43"	""	""	""	""	""	""	""	""	""	""	""	"1.12"	""	""	""	"2.35"
"YVO"	"Yapı Kredi Portföy Nilüfer Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"45.562911"	"6"	"-0.2932"	"-0.1138"	"0.3023"	"4.9826"	"24.0166"	"10.3955"	"32.1682"	"N/A"	"N/A"	"3.44"	"0.11"	"-8.12"	"1.88"	"56"	"22.40"	"-1.23"	"2"	"477619416"	"2"	"0.80"	""	"10482636"	"0.02"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1.55"	""	""	"98.45"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YVS"	"Yapı Kredi Portföy Beyoğlu Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"48.194718"	"6"	"-0.3011"	"-0.1226"	"-0.0720"	"5.3166"	"23.8081"	"12.2253"	"38.5518"	"N/A"	"N/A"	"4.65"	"0.12"	"-4.63"	"2.40"	"74"	"29.60"	"-1.42"	"2"	"278455202"	"6"	"0.45"	""	"5777712"	"0.01"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"24.90"	""	""	""	""	""	""	""	""	""	""	""	""	""	"1.35"	"0.02"	""	"73.73"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"ZCB"	"Ziraat Portföy Mgn Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"45.204634"	"6"	"-0.3764"	"-0.0921"	"0.2574"	"5.3266"	"24.6149"	"10.9990"	"34.2469"	"N/A"	"N/A"	"3.65"	"0.11"	"-7.08"	"2.03"	"61"	"24.40"	"-1.54"	"2"	"173879401"	"3"	"0.20"	""	"3846495"	"0.00"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.79"	""	""	"99.21"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"ZCC"	"Ziraat Portföy Durusu Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"50.172357"	"6"	"-0.4680"	"-0.5313"	"-0.6398"	"5.3075"	"25.7542"	"13.0280"	"42.5835"	"N/A"	"N/A"	"7.07"	"0.17"	"-2.47"	"3.77"	"81"	"32.40"	"-2.34"	"2"	"277942567"	"2"	"0.20"	""	"5539755"	"0.00"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"73.76"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"26.23"	""	""	""	""	"0.01"	""	""	""	""	""	""	""	""	""	""	""
"ZCD"	"Ziraat Portföy Altıncı Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"2.428942"	"4"	"0.3309"	"-0.3071"	"4.1834"	"18.1193"	"50.6737"	"28.2797"	"61.5927"	"N/A"	"N/A"	"11.86"	"0.19"	"0.13"	"6.19"	"89"	"35.60"	"-3.93"	"2"	"633298212"	"208"	"0.50"	""	"260730020"	"0.26"	"1"	"2"	"100"	"1000000000"	"100"	"1000000000"	""	"18.12"	""	""	""	""	""	""	""	""	""	""	""	""	"17.84"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"34.21"	""	""	""	""	""	""	"19.89"	""	""	""	""	""	""	""	""	""	""	"9.94"
"ZCE"	"Ziraat Portföy Yedinci Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"2.270106"	"1"	"0.1324"	"0.9299"	"4.2109"	"13.1011"	"51.0689"	"28.5278"	"60.8657"	"N/A"	"N/A"	"1.98"	"0.03"	"0.40"	"0.00"	"0"	"0.00"	"0.00"	"2"	"6372884995"	"1"	"0.10"	""	"2807307490"	"2.81"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"99.99"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.01"
"ZCF"	"Ziraat Portföy Sekizinci Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"2.034218"	"2"	"0.2592"	"0.8320"	"4.0170"	"11.7485"	"51.8287"	"24.1042"	"61.2635"	"N/A"	"N/A"	"3.58"	"0.06"	"0.33"	"1.17"	"35"	"14.00"	"-0.69"	"2"	"768194075"	"1"	"0.09"	""	"377636022"	"0.38"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	"4.31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"22.27"	""	""	"62.73"	""	""	""	""	""	""	""	""	""	""	"10.69"
"ZCG"	"Ziraat Portföy Dokuzuncu Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"2.900276"	"3"	"0.1423"	"0.9673"	"5.4027"	"19.0358"	"93.4575"	"35.7623"	"104.9642"	"N/A"	"N/A"	"12.22"	"0.12"	"3.67"	"0.00"	"0"	"0.00"	"0.00"	"2"	"169678533"	"12"	"0.30"	""	"58504273"	"0.06"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	"5.30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"-74.59"	""	"53.98"	""	""	""	"115.31"	""	""	""	""	""	""	""
"ZCH"	"Ziraat Portföy Onuncu Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"1.485099"	"6"	"1.0769"	"-0.0269"	"2.6123"	"2.2731"	"-1.0888"	"-2.8241"	"-14.5903"	"N/A"	"N/A"	"28.75"	"-1.97"	"-2.60"	"25.17"	"108"	"43.20"	"-21.54"	"2"	"1607788886"	"1"	"0.50"	""	"1082613609"	"1.08"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"74.42"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"25.57"	""	""	""	""	""	""	""	""	""	""	"0.01"
"ZFH"	"Ziraat Portföy İvme Katılım Serbest Özel Fon"	"Katılım Serbest Fonları"	"Katılım - Özel Serbest Fon"	"2.601557"	"6"	"1.9230"	"-0.1119"	"2.7896"	"-1.0073"	"17.7179"	"6.9668"	"18.2440"	"N/A"	"N/A"	"17.63"	"0.97"	"-2.37"	"12.56"	"108"	"43.20"	"-11.40"	"2"	"164703337"	"1"	"0.20"	""	"63309532"	"0.06"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"96.52"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3.48"
"ZFZ"	"Ziraat Portföy Ankara Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"44.107484"	"6"	"-0.3067"	"-0.0705"	"0.2791"	"4.6261"	"22.9926"	"10.5129"	"33.6657"	"N/A"	"N/A"	"3.86"	"0.11"	"-6.85"	"2.06"	"63"	"25.20"	"-1.51"	"2"	"42579851066"	"4"	"0.20"	""	"965365671"	"0.48"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"13.72"	""	""	""	"1.32"	""	""	""	""	""	""	""	""	""	"0.12"	""	""	"80.66"	""	""	""	""	""	""	""	""	""	""	""	"2.53"	"1.65"	""	""	""
"ZSA"	"Ziraat Portföy Birinci İstatistiksel Arbitraj Serbest Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"0.153330"	"5"	"0.0000"	"0.0000"	"0.0000"	"0.0000"	"-70.9442"	"0.0000"	"-77.0396"	"N/A"	"N/A"	"68.23"	"-0.89"	"-2.01"	"68.44"	"15"	"6.00"	"-77.30"	"2"	"15333"	"1"	"1.50"	""	"100000"	"0.01"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100.00"	""	""	""	""	""	""	""	""	""	""	""
"ZSB"	"Ziraat Portföy İkinci İstatistiksel Arbitraj Serbest Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"4.025124"	"3"	"0.1229"	"0.8522"	"4.3333"	"13.5268"	"54.0652"	"29.7373"	"62.9392"	"N/A"	"N/A"	"2.90"	"0.05"	"0.99"	"0.64"	"26"	"10.40"	"-0.35"	"2"	"1688531139"	"16"	"1.50"	""	"419497966"	"0.42"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.73"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.03"	""	"6.73"	""	""	""	""	""	""	""	""	"84.51"
"ZTF"	"Ziraat Portföy Birinci İstatistiksel Arbitraj  Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"3.579016"	"3"	"0.1336"	"1.0089"	"4.8765"	"14.7943"	"55.1228"	"30.7936"	"64.9262"	"N/A"	"N/A"	"3.63"	"0.06"	"1.34"	"1.01"	"30"	"12.00"	"-0.47"	"2"	"983735780"	"1"	"0.50"	""	"274862095"	"0.27"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	"0.52"	""	""	""	""	""	""	""	""	""	""	""	"8.51"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6.13"	""	""	""	""	""	""	""	""	"84.85"
"ZUD"	"Ziraat Portföy The Serbest Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"2.375056"	"3"	"0.5910"	"-0.0619"	"0.9975"	"3.8015"	"23.7288"	"8.3250"	"20.3677"	"N/A"	"N/A"	"10.10"	"0.50"	"-3.93"	"7.19"	"87"	"34.80"	"-8.62"	"2"	"453451458"	"1"	"0.50"	""	"190922420"	"0.19"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	"2.94"	""	""	""	""	""	""	"2.34"	""	""	""	"24.22"	""	"24.12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6.22"	""	""	""	""	""	""	"2.47"	""	""	""	"37.69"
"ZUE"	"Ziraat Portföy TS Serbest Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"2.870323"	"3"	"0.1017"	"0.7863"	"3.3044"	"10.3731"	"49.4887"	"24.4982"	"45.0388"	"N/A"	"N/A"	"8.09"	"0.18"	"-1.86"	"5.53"	"31"	"12.40"	"-8.32"	"2"	"456322601"	"1"	"0.50"	""	"158979530"	"0.16"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	"22.13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"70.52"	""	""	""	""	""	""	"7.34"	""	""	""	""	""	""	""	""	""	""	""
"ZVO"	"Ziraat Portföy Üçüncü Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"3.568267"	"7"	"0.3660"	"-3.5678"	"3.7155"	"-10.6973"	"-5.2878"	"15.8684"	"48.7434"	"N/A"	"N/A"	"43.11"	"0.88"	"-0.26"	"28.20"	"103"	"41.20"	"-31.70"	"2"	"815968008"	"70"	"0.50"	""	"228673455"	"0.23"	"1"	"2"	"50"	"1000000000"	"1"	"1000000000"	""	"0.16"	""	""	""	""	""	""	""	""	""	""	""	""	"91.69"	""	""	""	"7.66"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.48"	""	"0.01"	""	""	""	""	""	""	""	""	""
"ZYC"	"Ziraat Portföy Dördüncü Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"2.318431"	"1"	"0.1303"	"0.9176"	"4.1731"	"13.0128"	"47.5824"	"27.2394"	"57.1057"	"N/A"	"N/A"	"1.82"	"0.03"	"-1.63"	"0.00"	"0"	"0.00"	"0.00"	"2"	"4251506733"	"1"	"0.50"	""	"1833786550"	"1.83"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	"1.32"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"66.46"	""	""	""	"11.78"	""	"0.49"	"18.64"	""	"0.02"	""	""	""	""	""	""	""	""	"1.30"
"ZYD"	"Ziraat Portföy Beşinci Serbest (TL) Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"2.330800"	"1"	"0.1307"	"0.9172"	"4.1674"	"13.0027"	"48.3580"	"27.2321"	"58.1904"	"N/A"	"N/A"	"1.84"	"0.03"	"-1.02"	"0.08"	"1"	"0.40"	"-0.08"	"2"	"4298432570"	"1"	"0.50"	""	"1844187892"	"1.84"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	"3.74"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"68.23"	""	""	""	"15.67"	""	""	"10.93"	""	"0.01"	""	""	""	""	""	""	""	""	"1.41"
"BVY"	"Azimut Portföy UE Serbest (Döviz) Özel Fon"	"Döviz Serbest Fonları"	"Döviz - Özel Serbest Fonlar"	"N/A"	"5"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"5"	"2.00"	"-0.51"	"2"	"N/A"	"N/A"	"0.37"	""	"N/A"	"N/A"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"IHN"	"İş Portföy Dokuzuncu Serbest (Döviz) Fon"	"Döviz Serbest Fonları"	"Döviz Serbest Fonları"	"39.799291"	""	"-0.2737"	"-0.0049"	"0.3777"	"3.6393"	"20.5429"	"8.5117"	"27.2322"	"N/A"	"N/A"	"3.55"	"0.13"	"-9.25"	"2.04"	"62"	"24.80"	"-1.56"	"2"	"1440734329"	"154"	"1.00"	""	"36200000"	"90.16"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"100.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"IVS"	"İstanbul Portföy İkinci İstatistiksel Arbitraj Serbest Fon"	"Diğer Serbest Fonlar"	"Diğer Serbest Fonlar"	"3.706647"	"6"	"0.5992"	"-0.3475"	"0.1127"	"-6.1557"	"30.5892"	"-1.5438"	"33.1957"	"N/A"	"N/A"	"13.63"	"0.41"	"-1.97"	"8.95"	"110"	"44.00"	"-15.27"	"2"	"623753836"	"114"	"2.80"	""	"168279797"	"33.66"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	"23.19"	""	""	""	""	""	"40.99"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.79"	""	""	""	""	"2.60"	""	"1.66"	""	""	""	""	""	""	"26.77"
"NHV"	"Nurol Portföy Birinci Serbest (TL) Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"2.297592"	"4"	"0.1303"	"0.8787"	"3.7611"	"11.8899"	"44.9114"	"24.3844"	"55.0071"	"N/A"	"N/A"	"2.26"	"0.04"	"-2.24"	"1.17"	"2"	"0.80"	"-1.17"	"2"	"4234359029"	"2"	"0.25"	""	"1842955034"	"3.69"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	"65.66"	""	""	""	"9.94"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.51"	"22.30"	""	"0.01"	"1.58"	""	""	""	""	""	""	""	""	""	""	""
